,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
17279,1890305,4,15,126,"{'20-30': 6, '10-20': 7.699999999999999, '0-10': 7.2}","{'20-30': 2.4000000000000004, '10-20': 0.9999999999999996, '0-10': 1.1}",1890305,KR,465,465,18935,"{'20-30': 671.4000000000001, '10-20': 671.2, '0-10': 139.20000000000005}","{'20-30': 1352.8000000000002, '10-20': 1106.3, '0-10': 589.2}",12,2,False,False,False,False,False,False,1524987777914,1863,3188254298,8.8.226.7254,12544,"{'20-30': 443, '10-20': 421.6, '0-10': 322.1}",12525,CHALLENGER,0,3142,3140,3111,0,3147,3071,3340,3,9,TOP,0,2,2,531,24665,3702,14481,11,/v1/stats/player_history/KR/1890305,17,0,13,0,8200,8100.0,121191,14640,17434,0,420,SOLO,11,0,12,4,2481136,JAG S0hwan,8,153592,18342,32532,1600,209,0,0,302,1,0,7735,0,616,0,0,33,3,1,29,False,"{'20-30': 102.4, '10-20': -137.9, '0-10': -44.599999999999994}","{'20-30': 552.7, '10-20': 455.1, '0-10': 433.9}",Marksman,Jayce,7,8,Fighter,4,3,top,0.06896551724137931,0.34285714285714286,0.21735890904680216,0.3103448275862069,0.1463213006337834,0.07012142249969439,0.2899215183791143,0.4358974358974359,0.70441454270685,0.7478545157335513,0.37502957816163657,0.03319502074688797,0.23106374592495754,0.21568419938617844,0.3222840839293852,0.201663725737333,0.2947813822284908,0.11205936920222634,0.05488929889298893,0.0,0.1368584758942457,0.132,0.13043478260869565,0.19333333333333333,0.09302325581395349,0.6666666666666666,0.2879157693228045,0.3103448275862069,0.24290942360475754,0.0570521183186684,0.3165387038808896,0.07264957264957266,0.2345642724637794,0.1878536691773703,0.2968323481471299,0.037037037037037035,0.23810131386097153,0.17006773511384007,0.30803794308537197,0.027162380103556573,0.44541484716157204,0.019216085517943498,0.02542576236198265,0.0,0.03494638906223407,0.17006802721088435,0.1,0.23728813559322035
19296,5295545,8,17,266,"{'20-30': 8.6, '10-20': 10.3, '0-10': 5}",,5295545,KR,4171,3357,21703,,"{'20-30': 1292.3, '10-20': 702.7, '0-10': 483.2}",3,1,False,False,False,False,False,False,1524989319251,1923,3188259435,8.8.226.7254,14440,"{'20-30': 539.2, '10-20': 548.3, '0-10': 248.2}",14000,MASTER,0,3748,3143,2420,3124,1038,3047,3340,2,7,TOP,0,4,2,1200,4025,2717,8845,11,/v1/stats/player_history/KR/5295545,8,0,0,0,8000,8400.0,198947,16793,17305,0,420,SOLO,11,0,4,12,7703494,차차차차차차차차,19,204656,21194,29399,9180,255,0,0,651,1,0,1683,1683,3247,2,0,24,2,1,16,False,,"{'20-30': 765.5, '10-20': 602.4000000000001, '0-10': 362.9}",Tank,Aatrox,4,8,Fighter,4,3,top,0.10666666666666667,0.09090909090909091,0.2162065041624244,0.2,0.36518563603164944,0.01120804640270441,0.1520490957849137,0.13333333333333333,0.8058971741525698,0.7126548973009675,0.20668609511979552,0.18627450980392157,0.2634088077513154,0.19383751451906456,0.1975460452489904,0.21927624507345037,0.3436657681940701,0.50859375,0.00984406256214686,0.4034036433365292,0.4695589298626175,0.10212765957446808,0.08333333333333333,0.13008130081300814,0.18604651162790697,0.16666666666666666,0.3786551806652309,0.2413793103448276,0.5489478499542544,0.009310147019365106,0.18501318522321533,0.03418803418803419,0.38592092687361185,0.21547996355844123,0.2942990121953614,0.08796296296296297,0.3216309411641541,0.20068271842158936,0.2716622740308142,0.15584415584415584,0.5458515283842795,0.041422753881394755,0.005532198843596225,0.05847607796810396,0.1842060475407046,0.10884353741496598,0.06666666666666667,0.1271186440677966
16282,210347320,12,18,78,"{'20-30': 8.6, '10-20': 7.699999999999999, '0-10': 6.1}","{'20-30': 4.3999999999999995, '10-20': 1.1999999999999997, '0-10': 1.0999999999999996}",210347320,KR,4998,3500,52135,"{'20-30': -341.90000000000003, '10-20': -402.8999999999999, '0-10': -201.9}","{'20-30': 1235.3, '10-20': 756.4000000000001, '0-10': 424.2}",5,0,False,False,False,False,False,False,1524994331283,2003,3188373859,8.8.226.7254,13193,"{'20-30': 452.6, '10-20': 375.6, '0-10': 270}",11250,UNRANKED,0,2033,3068,3742,3110,3076,3047,3340,1,3,TOP,0,2,1,633,67372,8044,4858,11,/v1/stats/player_history/KR/210347320,10,6,3,0,8400,8100.0,114889,14988,16168,0,420,SOLO,11,0,4,12,67970712,Bvoying,49,198169,23266,29319,4812,245,0,0,4788,1,0,15907,234,8292,2,0,33,2,3,14,True,"{'20-30': 309.30000000000007, '10-20': 14.499999999999972, '0-10': 74.60000000000002}","{'20-30': 676.9000000000001, '10-20': 525.2, '0-10': 442.8}",Fighter,Poppy,6,6,Tank,7,2,top,0.2222222222222222,0.14285714285714285,0.2330506977565801,0.125,0.183584686774942,0.3646085323548672,0.0963716796603781,0.37037037037037035,0.4612460053636524,0.4545812987170544,0.20129983316317637,0.25,0.3063969992516683,0.2912509545209869,0.20423246515321442,0.19464444624221341,0.3455571227080395,0.7336806619675146,0.0747140743524107,0.02620967741935484,0.6464488968581897,0.14864864864864866,0.058823529411764705,0.11764705882352941,0.27906976744186046,0.2777777777777778,0.3189758315386456,0.10344827586206896,0.28956999085086915,0.1558368260841406,0.09196984901169168,0.042735042735042736,0.22229705660788707,0.19231904328076682,0.2719703069460537,0.22685185185185186,0.3110196163107203,0.22292473995512951,0.2707334347316235,0.0816908581614464,0.5240174672489083,0.30465767370832275,0.05228798990201138,0.008130363781661513,0.47041470471435864,0.17006802721088435,0.06666666666666667,0.11016949152542373
16287,4430283,6,16,164,"{'20-30': 4.2, '10-20': 6.5, '0-10': 5}","{'20-30': -4.3999999999999995, '10-20': -1.1999999999999997, '0-10': -1.0999999999999996}",4430283,KR,812,0,27566,"{'20-30': 341.90000000000003, '10-20': 402.8999999999999, '0-10': 201.9}","{'20-30': 1577.2, '10-20': 1159.3, '0-10': 626.1}",10,1,False,True,False,False,False,False,1524994331283,2003,3188373859,8.8.226.7254,11472,"{'20-30': 308.3, '10-20': 397.2, '0-10': 256.3}",11183,MASTER,0,3078,3074,3052,1055,1028,3047,3340,1,5,TOP,0,3,2,335,1800,1800,17639,11,/v1/stats/player_history/KR/4430283,13,1,11,0,8200,8400.0,101564,13652,20178,0,420,SOLO,11,0,12,4,5734285,중단중단중단중단,30,123628,21137,38909,2351,177,0,0,301,1,0,20263,5684,1091,0,0,26,4,3,14,False,"{'20-30': -309.30000000000007, '10-20': -14.499999999999972, '0-10': -74.60000000000002}","{'20-30': 367.6, '10-20': 510.70000000000005, '0-10': 368.2}",Tank,Camille,4,8,Fighter,6,3,top,0.1111111111111111,0.2857142857142857,0.20264970853206146,0.20833333333333334,0.09715777262180975,0.009741366713749939,0.34991767343133173,0.48148148148148145,0.4077499959852901,0.41406084134542476,0.251226375158744,0.15306122448979592,0.19114618443593723,0.26459947673472456,0.27103519856224356,0.09509748402232829,0.24964739069111425,0.04612319950965369,0.09517390385383152,0.6366487455197133,0.0850549621891323,0.11711711711711711,0.11764705882352941,0.11764705882352941,0.13953488372093023,0.5555555555555556,0.2366116295764537,0.1724137931034483,0.15324794144556267,0.0041635440086601715,0.39023593381718047,0.05555555555555555,0.19635915573835908,0.1751761128148538,0.3507197423459869,0.1388888888888889,0.18908670958961474,0.20007084813808945,0.3820780457221145,0.03991172226466344,0.37554585152838427,0.019152456095698652,0.06660662220308396,0.1974914005767694,0.06189368582288535,0.12244897959183673,0.13333333333333333,0.11016949152542373
19270,3386550,5,17,24,"{'20-30': 7.9, '10-20': 8.4, '0-10': 5.4}","{'20-30': 1, '10-20': -1.9, '0-10': -1.1}",3386550,KR,9104,5598,26993,"{'20-30': -255.0000000000001, '10-20': -255.10000000000002, '0-10': -115.40000000000003}","{'20-30': 1561.1999999999998, '10-20': 481.9, '0-10': 515.2}",6,0,False,False,False,False,False,False,1524994604191,2010,3188336301,8.8.226.7254,14237,"{'20-30': 585.3, '10-20': 346.3, '0-10': 249}",12408,DIAMOND,0,3748,3078,3053,1029,0,3047,3340,1,3,TOP,0,2,1,599,37330,4340,6584,11,/v1/stats/player_history/KR/3386550,20,5,12,0,8000,8400.0,150182,10476,20308,0,420,SOLO,11,0,12,4,4252326,somybad,17,199582,18648,28771,1200,256,0,0,85,1,0,12068,3831,1879,1,0,31,1,7,14,True,"{'20-30': 78.89999999999998, '10-20': -63.50000000000006, '0-10': -17.400000000000006}","{'20-30': 629.4, '10-20': 513.9, '0-10': 400.5}",Assassin,Jax,5,7,Fighter,5,7,top,0.10416666666666667,0.21428571428571427,0.21335231530046456,0.13636363636363635,0.16250678241996744,0.12297566182187142,0.13308538163001293,0.2777777777777778,0.39638094081814174,0.33274043958836236,0.253805584022796,0.09883720930232558,0.27782425613363493,0.2210657340999348,0.2082862768945646,0.032009389420896796,0.309552599758162,0.046600877192982455,0.33587531310882274,0.3665677925557363,0.2174516838328897,0.11481481481481481,0.03571428571428571,0.10852713178294573,0.11627906976744186,0.3333333333333333,0.3689399377841589,0.10344827586206896,0.27401646843549865,0.08634727657960234,0.132248955683648,0.08547008547008547,0.29099696920738055,0.13442315835397073,0.35327271656094733,0.0787037037037037,0.31333097780569513,0.1733525124252606,0.26437088553216687,0.02037178507766743,0.5480349344978166,0.005408500890811911,0.039668791232631756,0.13310864806643272,0.10659783287002893,0.1564625850340136,0.03333333333333333,0.11016949152542373
19279,5295545,3,17,266,"{'20-30': 6.9, '10-20': 10.3, '0-10': 6.5}","{'20-30': -1, '10-20': 1.9, '0-10': 1.1}",5295545,KR,24149,6578,33971,"{'20-30': 255.0000000000001, '10-20': 255.10000000000002, '0-10': 115.40000000000003}","{'20-30': 1816.2, '10-20': 737, '0-10': 630.6}",4,0,False,False,False,False,False,True,1524994604191,2010,3188336301,8.8.226.7254,14743,"{'20-30': 538.9, '10-20': 496.5, '0-10': 289.5}",14608,MASTER,0,3143,3078,3047,3053,3194,0,3340,2,4,TOP,0,2,1,984,1080,1080,14563,11,/v1/stats/player_history/KR/5295545,18,1,2,0,8000,8400.0,202086,15621,17685,0,420,SOLO,11,0,4,12,7703494,차차차차차차차차,24,220686,18882,35097,11634,266,0,0,925,1,0,17519,2181,2847,3,0,38,3,2,17,False,"{'20-30': -78.89999999999998, '10-20': 63.50000000000006, '0-10': 17.400000000000006}","{'20-30': 550.5, '10-20': 577.4000000000001, '0-10': 417.9}",Tank,Aatrox,4,8,Fighter,4,3,top,0.0625,0.14285714285714285,0.22093511164393825,0.18181818181818182,0.26695604991861094,0.0035578278801934402,0.294368531694696,0.25,0.5333730993472919,0.4961567780459916,0.22102382083135452,0.13953488372093023,0.3072016704367496,0.22383972497184518,0.25408305099470074,0.31033103043559446,0.3216444981862152,0.5071271929824561,0.48758697467297524,0.2086881638120754,0.3294757551209351,0.14074074074074075,0.10714285714285714,0.13178294573643412,0.06976744186046512,0.2222222222222222,0.39315625747786553,0.13793103448275862,0.4501372369624886,0.002498126405196103,0.31845231149798137,0.07692307692307693,0.3920311760915817,0.2004414047964277,0.3017615522083227,0.1111111111111111,0.34785254396984927,0.17586440095752331,0.33781885311567533,0.19750445632798574,0.5698689956331878,0.05885721557648257,0.057586804242996,0.07577915986240923,0.16151358711068248,0.20408163265306123,0.1,0.13559322033898305
23361,201500084,6,17,39,"{'30-end': 4.6, '20-30': 8.4, '10-20': 9.3, '0-10': 4.8}","{'30-end': -4, '20-30': 3.1, '10-20': -1.5000000000000009, '0-10': -3.1}",201500084,KR,4898,3508,33427,"{'30-end': -345.60000000000014, '20-30': -224.29999999999984, '10-20': 19.299999999999955, '0-10': 220.3}","{'30-end': 1655.6, '20-30': 1234.8000000000002, '10-20': 705.5, '0-10': 421.4}",9,1,False,False,True,False,False,False,1524999396960,2193,3188429166,8.8.226.7254,14914,"{'30-end': 404.4, '20-30': 479.3, '10-20': 460, '0-10': 214.6}",14183,DIAMOND,1,0,3026,3194,3053,3078,3111,3340,1,3,TOP,0,2,2,575,47022,7348,17731,11,/v1/stats/player_history/KR/201500084,15,3,8,0,8000,8400.0,138535,8447,16348,0,420,SOLO,11,0,12,4,17555576,Dalun,25,186247,15859,36317,6126,254,0,0,287,1,0,690,64,2238,1,0,34,6,7,22,True,"{'30-end': -406.2, '20-30': 256.2, '10-20': -136.10000000000002, '0-10': -168.10000000000002}","{'30-end': 303.8, '20-30': 704.5, '10-20': 502.2, '0-10': 301.4}",Assassin,Irelia,5,7,Fighter,4,5,top,0.09090909090909091,0.24324324324324326,0.21772898478787703,0.11538461538461539,0.1450921019429725,0.08910153770358228,0.24030955220644043,0.29411764705882354,0.7821003545378588,0.6976955480300653,0.18049329829752467,0.13736263736263737,0.21820765736686776,0.16344766459166427,0.21318298152105003,0.11969753219093769,0.28863636363636364,0.020180002812543944,0.004641463742768734,0.016554578375581996,0.3732488325550367,0.13765182186234817,0.13953488372093023,0.15827338129496402,0.13953488372093023,0.5,0.4013400335008375,0.10344827586206896,0.2630375114364135,0.10876564798623255,0.3923829082168444,0.0641025641025641,0.26832539461620664,0.1083879742856043,0.27550519432061427,0.11574074074074074,0.2915178104061977,0.14341380679927435,0.35198365242833424,0.10399796282149223,0.5436681222707423,0.018261644184270807,0.0022681029127043346,0.0022236892394287898,0.12696431610597378,0.17687074829931973,0.2,0.17796610169491525
23366,1709342,14,18,69,"{'30-end': 8.6, '20-30': 5.3, '10-20': 10.8, '0-10': 7.9}","{'30-end': 4, '20-30': -3.1, '10-20': 1.5000000000000009, '0-10': 3.1}",1709342,KR,18427,1998,20024,"{'30-end': 345.60000000000014, '20-30': 224.29999999999984, '10-20': -19.299999999999955, '0-10': -220.3}","{'30-end': 2001.2, '20-30': 1459.1, '10-20': 686.2, '0-10': 201.10000000000002}",5,2,False,False,False,False,False,False,1524999396960,2193,3188429166,8.8.226.7254,16976,"{'30-end': 513.4, '20-30': 437.8, '10-20': 556.4000000000001, '0-10': 309.5}",16475,UNRANKED,0,3040,1026,2065,3116,3089,3165,3364,2,9,TOP,0,5,2,1229,273495,30961,13776,11,/v1/stats/player_history/KR/1709342,24,8,8,0,8200,8100.0,8577,584,23302,0,420,SOLO,11,0,4,12,2271303,장승린,73,283710,31545,37808,15202,303,0,0,13595,1,0,1637,0,729,0,0,26,1,3,11,False,"{'30-end': 406.2, '20-30': -256.2, '10-20': 136.10000000000002, '0-10': 168.10000000000002}","{'30-end': 710, '20-30': 448.3, '10-20': 638.3, '0-10': 469.5}",Mage,Cassiopeia,10,2,Mage,3,9,top,0.21212121212121213,0.13513513513513514,0.24783205349061285,0.34615384615384615,0.31011859702245775,0.5182430575951945,0.18670714518052695,0.47058823529411764,0.048421516157441905,0.048236557363508716,0.25727029831960607,0.4010989010989011,0.3323956599115908,0.3251123387063528,0.22193524149428256,0.29703589362824595,0.3443181818181818,0.9559133736464632,0.011011704560742634,0.0,0.12158105403602401,0.10526315789473684,0.023255813953488372,0.07913669064748201,0.32558139534883723,0.2777777777777778,0.5000239291696578,0.3103448275862069,0.5622140896614821,0.6326158159158409,0.3000863457095517,0.10256410256410256,0.015354458691094686,0.007493616311447012,0.41206967655780524,0.33796296296296297,0.4509461369346734,0.3117962149918954,0.36929489486700184,0.2580765639589169,0.6506550218340611,0.8650419954186817,0.005380991982749269,0.0,0.041357009133715324,0.12244897959183673,0.03333333333333333,0.0847457627118644
22981,2335652,13,17,39,"{'20-30': 7.3999999999999995, '10-20': 8.899999999999999, '0-10': 7.300000000000001}","{'20-30': -1.1, '10-20': 3.499999999999999, '0-10': 0.40000000000000036}",2335652,KR,12343,6714,42997,"{'20-30': -227.8, '10-20': 128.60000000000002, '0-10': 79}","{'20-30': 1083, '10-20': 1132.3, '0-10': 603.8}",10,0,False,True,False,False,False,True,1524999545790,2046,3188429413,8.8.226.7254,15702,"{'20-30': 523.9, '10-20': 489.29999999999995, '0-10': 341.1}",16298,GOLD,0,3078,3143,3123,3111,3053,3194,3340,1,6,TOP,0,2,1,641,31897,6665,13474,11,/v1/stats/player_history/KR/2335652,11,0,4,0,8000,8400.0,164981,13527,21368,0,420,SOLO,11,0,4,12,3084278,SUB R0SA,27,201195,22657,35766,4950,250,0,0,195,1,0,4315,2464,923,3,0,26,1,4,11,True,"{'20-30': 83.00000000000003, '10-20': 19.400000000000034, '0-10': 26.099999999999966}","{'20-30': 573.6, '10-20': 490.90000000000003, '0-10': 452.7}",Assassin,Irelia,5,7,Fighter,4,5,top,0.203125,0.2702702702702703,0.25155398910605575,0.25,0.211900826446281,0.08824440743425312,0.31114190047338647,0.3055555555555556,0.7692784735757383,0.7097434283015898,0.18877158885109765,0.2076923076923077,0.18560047674309194,0.261643281944685,0.22028960513430115,0.08025942440210783,0.3082614056720099,0.14327700220426157,0.0084925564661518,0.7048054919908466,0.15761612021857924,0.10526315789473684,0.02857142857142857,0.07534246575342465,0.3023255813953488,0.5555555555555556,0.4390524048815506,0.20689655172413793,0.29322964318389755,0.07378031291346306,0.2930386688758722,0.04700854700854701,0.31980409828566536,0.1735721709673694,0.37408927554447086,0.125,0.31596949591708545,0.21638738903142007,0.34558627175515794,0.08403361344537816,0.5349344978165939,0.012407737337744973,0.014183860968578557,0.0856120357180084,0.05236285244227605,0.12244897959183673,0.03333333333333333,0.0847457627118644
22987,758274,14,16,8,"{'20-30': 8.5, '10-20': 5.4, '0-10': 6.9}","{'20-30': 1.1, '10-20': -3.499999999999999, '0-10': -0.40000000000000036}",758274,KR,4457,2992,17964,"{'20-30': 227.8, '10-20': -128.60000000000002, '0-10': -79}","{'20-30': 1310.8, '10-20': 1003.6999999999999, '0-10': 524.8}",8,1,False,False,False,False,False,False,1524999545790,2046,3188429413,8.8.226.7254,14215,"{'20-30': 422.3, '10-20': 503.1, '0-10': 286.8}",12675,CHALLENGER,0,3165,2065,3152,3157,3158,1026,3340,1,7,TOP,697,4,2,454,169420,30894,6192,11,/v1/stats/player_history/KR/758274,10,1,4,0,8300,8100.0,12528,1092,29841,0,420,SOLO,11,0,4,14,1164825,우르프rider,9,257534,32572,37620,32699,224,0,0,159,1,0,75585,585,1586,2,0,31,1,3,16,False,"{'20-30': -83.00000000000003, '10-20': -19.400000000000034, '0-10': -26.099999999999966}","{'20-30': 490.6, '10-20': 471.5, '0-10': 426.6}",Tank,Vladimir,7,2,Mage,6,8,top,0.21875,0.21621621621621623,0.22773149631528355,0.2916666666666667,0.15008264462809917,0.46870763731733905,0.14298579840665052,0.2777777777777778,0.058415943150767966,0.05729576577994648,0.26362471840629004,0.06923076923076923,0.2375726691893707,0.376141809573301,0.231708744202662,0.5301824077827321,0.2762022194821208,0.11682586333578251,0.14876242885146784,0.16733409610983982,0.2708333333333333,0.12550607287449392,0.02857142857142857,0.1095890410958904,0.32558139534883723,0.4444444444444444,0.36788705431921515,0.2413793103448276,0.20768526989935956,0.3918820144151146,0.12310097780681897,0.042735042735042736,0.023045313950794878,0.014012035979623522,0.5404842795703148,0.041666666666666664,0.40812787897822445,0.32282061466127077,0.36711212251390357,0.5551141668788727,0.4781659388646288,0.010117078136930517,0.24845588211124223,0.020325909454153784,0.08997560560503773,0.1564625850340136,0.03333333333333333,0.1271186440677966
13898,202484037,6,18,41,"{'30-end': 4.6, '20-30': 8.4, '10-20': 9.600000000000001, '0-10': 8.100000000000001}",,202484037,KR,15489,10100,41304,,"{'30-end': 2400.4, '20-30': 2344.3, '10-20': 960.1, '0-10': 587.2}",8,2,False,True,False,True,False,False,1525007335587,2227,3188546859,8.8.226.7254,23007,"{'30-end': 401, '20-30': 879.2, '10-20': 682.1, '0-10': 381.7}",27483,UNRANKED,1,3142,3748,3046,3053,3078,3111,3340,5,21,TOP,671,7,2,356,14977,7636,20065,11,/v1/stats/player_history/KR/202484037,13,0,9,0,8300,8200.0,304284,41880,35212,0,420,SOLO,11,0,4,12,20200561,슬라임 Lv8,28,344037,59300,56689,21891,284,0,0,1130,1,0,24776,9783,1412,3,0,52,5,5,26,True,,"{'30-end': 504, '20-30': 852.7, '10-20': 627.2, '0-10': 434.4}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.09090909090909091,0.18604651162790697,0.2878357583415696,0.45652173913043476,0.10722891566265061,0.031917364776885324,0.2582833457765878,0.30952380952380953,0.8657812073204043,0.8495101320513601,0.3570182909518595,0.14507772020725387,0.33831441172566046,0.34730763373979456,0.3044260428749409,0.49335166321103396,0.336094674556213,0.5630293971101146,0.12627029671684997,0.5931967014309969,0.14264067077482573,0.1918819188191882,0.1388888888888889,0.18309859154929578,0.13953488372093023,0.4444444444444444,0.7886575735821967,0.7241379310344828,0.16285452881976212,0.034642999232057436,0.44685071526918857,0.05555555555555555,0.590965629604829,0.5373846765811658,0.6459613911745645,0.12962962962962962,0.5496280229271356,0.609734104790837,0.5885125799672584,0.3716322892793481,0.6091703056768559,0.071901247136676,0.08144133009443855,0.33991174733331014,0.0801043853179781,0.29931972789115646,0.16666666666666666,0.211864406779661
13013,4315978,9,18,8,"{'30-end': 2.2, '20-30': 8.8, '10-20': 9, '0-10': 9.3}","{'30-end': -6.8, '20-30': -0.49999999999999956, '10-20': -1.2999999999999998, '0-10': 1.3999999999999995}",4315978,KR,13643,2648,25378,"{'30-end': 432, '20-30': 283.80000000000007, '10-20': 47.69999999999993, '0-10': 131.7}","{'30-end': 2054, '20-30': 1834.8000000000002, '10-20': 1081.9, '0-10': 532.3}",4,2,False,False,False,False,False,False,1525010360772,2365,3188625101,8.8.226.7254,18142,"{'30-end': 439.8, '20-30': 593.9, '10-20': 338.8, '0-10': 289.5}",15830,MASTER,0,2065,3152,3157,3165,3158,3151,3340,2,7,TOP,971,3,2,1101,278061,42181,13007,11,/v1/stats/player_history/KR/4315978,17,1,9,0,8300,8100.0,20619,2055,36709,0,420,SOLO,11,0,14,4,5189510,돌잔치때도란잡음,5,451410,44461,52868,58905,331,0,0,146,1,0,152730,225,3151,1,0,46,6,4,26,True,"{'30-end': -72.80000000000007, '20-30': 174.1, '10-20': -50.69999999999999, '0-10': 43.900000000000006}","{'30-end': 452.4, '20-30': 705.2, '10-20': 501.90000000000003, '0-10': 496.1}",Tank,Vladimir,7,2,Mage,6,8,top,0.23076923076923078,0.14285714285714285,0.2374047999162501,0.2692307692307692,0.234955185659411,0.796483066990155,0.15720898751465487,0.37777777777777777,0.03467645233606509,0.037171695246364225,0.3419402915560523,0.04201680672268908,0.31491597078336575,0.32517607822773514,0.2618109066418398,0.5899526275201058,0.3009090909090909,0.08458864426419467,0.3118803692820401,0.029171528588098017,0.2662666892006084,0.1513157894736842,0.125,0.15568862275449102,0.20930232558139536,0.2222222222222222,0.5558267528116775,0.2413793103448276,0.5036596523330283,0.6431773392178088,0.2821404401297519,0.07264957264957266,0.03879492415232215,0.026368803972643167,0.6753598711729935,0.023148148148148147,0.725266959798995,0.45044387431969685,0.5441488929396603,1.0,0.7117903930131004,0.009289895647747518,0.5020396490685987,0.00781765748236684,0.1787598570374993,0.2585034013605442,0.2,0.211864406779661
13019,208022902,3,18,41,"{'30-end': 9, '20-30': 9.3, '10-20': 10.3, '0-10': 7.9}","{'30-end': 6.8, '20-30': 0.49999999999999956, '10-20': 1.2999999999999998, '0-10': -1.3999999999999995}",208022902,KR,20492,12705,31815,"{'30-end': -432, '20-30': -283.80000000000007, '10-20': -47.69999999999993, '0-10': -131.7}","{'30-end': 1622, '20-30': 1551, '10-20': 1034.2, '0-10': 400.6}",7,1,False,False,False,False,True,False,1525010360772,2365,3188625101,8.8.226.7254,19842,"{'30-end': 487, '20-30': 565.6, '10-20': 550.5, '0-10': 283}",19658,CHALLENGER,0,3053,3031,3078,3046,3508,3047,3340,2,7,TOP,1323,2,2,693,9175,5990,27481,11,/v1/stats/player_history/KR/208022902,16,12,1,0,8400,8200.0,393988,24502,15535,0,420,SOLO,11,0,12,4,48980950,HLE Hoon,12,417124,34869,45097,13320,370,0,0,945,1,0,13962,4377,2080,3,0,26,2,3,18,False,"{'30-end': 72.80000000000007, '20-30': -174.1, '10-20': 50.69999999999999, '0-10': -43.900000000000006}","{'30-end': 525.2, '20-30': 531.1, '10-20': 552.6, '0-10': 452.2}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.07692307692307693,0.25,0.2596508675966395,0.2692307692307692,0.14788732394366197,0.02628103955475479,0.33214885722228266,0.35555555555555557,0.6625979001397553,0.4432023732002026,0.14470681384192632,0.10084033613445378,0.2909971187989647,0.2550227091546051,0.2233276548541093,0.1334041082856771,0.33636363636363636,0.5475086906141368,0.02851092592100991,0.5674834694671335,0.1757647456481325,0.08552631578947369,0.041666666666666664,0.10778443113772455,0.06976744186046512,0.3888888888888889,0.6371859296482412,0.2413793103448276,0.31701738334858187,0.02122250904414282,0.6199155212247088,0.06837606837606838,0.7655797729144078,0.31439826517649777,0.2595392863455156,0.05555555555555555,0.6691825010469011,0.34747791362967895,0.4539237655145189,0.2261268143621085,0.7969432314410481,0.060129804021379483,0.04589456937272163,0.15207949689030958,0.11800079423611505,0.12244897959183673,0.06666666666666667,0.1440677966101695
