,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
22651,2905522,5,16,13,"{'30-end': 3.4, '20-30': 4.8, '10-20': 6.8, '0-10': 7.3}","{'30-end': -6, '20-30': -1.4, '10-20': -4.800000000000001, '0-10': 0}",2905522,KR,11895,3109,16246,"{'30-end': -847.8, '20-30': -990.9000000000001, '10-20': -314.79999999999995, '0-10': -53.69999999999999}","{'30-end': 810.2, '20-30': 1129.6, '10-20': 443.70000000000005, '0-10': 290.8}",6,1,False,False,True,False,False,False,1525768863866,2174,3198164306,8.9.228.4283,14447,"{'30-end': 469.4, '20-30': 424.6, '10-20': 440.4, '0-10': 276}",13675,MASTER,0,2065,3040,3135,3027,3158,1058,3340,2,8,TOP,1158,4,2,667,178809,30585,7627,11,/v1/stats/player_history/KR/2905522,30,3,7,0,8200,8400.0,13469,1271,14555,0,420,SOLO,11,0,4,12,3791400,손목이뒤틀린사람,32,195344,31881,25571,4418,206,0,0,72,1,0,3066,25,3388,2,0,37,3,4,19,True,"{'30-end': -48.60000000000002, '20-30': -19.30000000000001, '10-20': -105.9, '0-10': -39.99999999999997}","{'30-end': 503, '20-30': 490.79999999999995, '10-20': 484.20000000000005, '0-10': 404.3}",Fighter,Ryze,7,2,Mage,2,10,top,0.10416666666666667,0.1875,0.22911743715803665,0.2962962962962963,0.20422535211267606,0.5316664585303196,0.13245688682030532,0.625,0.05893317348291598,0.05580435546188971,0.17618292520547613,0.21052631578947367,0.3193523495638299,0.3207408599770619,0.17141727110622496,0.14074097671307062,0.27212681638044917,0.13333333333333333,0.0654876329616814,0.002070393374741201,0.37749303621169916,0.12374581939799331,0.075,0.1111111111111111,0.11627906976744186,0.3333333333333333,0.3789901890404403,0.27586206896551724,0.3051235132662397,0.413599522580287,0.1565891111059252,0.1282051282051282,0.024877026124770548,0.01630888070522115,0.24029378841735238,0.14814814814814814,0.3063985291038526,0.31540302929463165,0.22721731356453692,0.07500212206094559,0.4388646288209607,0.004581318401628913,0.010078265986016653,0.0008686286091518711,0.1922051398422874,0.19727891156462585,0.1,0.15254237288135594
22655,210159900,3,18,122,"{'30-end': 9.4, '20-30': 6.2, '10-20': 11.600000000000001, '0-10': 7.3}","{'30-end': 6, '20-30': 1.4, '10-20': 4.800000000000001, '0-10': 0}",210159900,KR,5193,829,52932,"{'30-end': 847.8, '20-30': 990.9000000000001, '10-20': 314.79999999999995, '0-10': 53.69999999999999}","{'30-end': 1658, '20-30': 2120.5, '10-20': 758.5, '0-10': 344.5}",4,2,False,False,False,False,False,True,1525768863866,2174,3198164306,8.9.228.4283,15566,"{'30-end': 495.8, '20-30': 428.3, '10-20': 494.7, '0-10': 304}",23283,UNRANKED,0,3151,3070,3070,3070,3070,3070,3340,3,8,TOP,944,3,2,784,0,0,20802,11,/v1/stats/player_history/KR/210159900,0,0,0,0,8000,8400.0,192276,19269,23098,0,420,SOLO,11,0,12,4,66480343,윤소완,34,212267,27598,45356,9886,302,0,0,237,1,0,19990,8328,1455,2,0,32,2,1,20,False,"{'30-end': 48.60000000000002, '20-30': 19.30000000000001, '10-20': 105.9, '0-10': 39.99999999999997}","{'30-end': 551.6, '20-30': 510.1, '10-20': 590.1, '0-10': 444.29999999999995}",Tank,Darius,2,9,Fighter,5,1,top,0.0625,0.125,0.24686384902069622,0.2962962962962963,0.2400489895897122,0.0,0.3612650006078394,0.0,0.841297413661085,0.8460221285563752,0.279592800164623,0.2236842105263158,0.34701841461660193,0.2776514618000362,0.3040476222398005,0.314931031187283,0.3989431968295905,0.4388888888888889,0.42697253193216284,0.6896894409937888,0.16211699164345403,0.10702341137123746,0.05,0.11695906432748537,0.06976744186046512,0.2222222222222222,0.4325436707346255,0.27586206896551724,0.3586459286367795,0.0,0.4640498471447574,0.0,0.372935430685948,0.24725084367341177,0.4080634708666366,0.1574074074074074,0.33408088620184256,0.26942688150112176,0.45693088274564897,0.16782955606485017,0.648471615720524,0.015080173072028505,0.06570924235501399,0.2893575622806713,0.08254382481420548,0.16326530612244897,0.06666666666666667,0.16101694915254236
1113,208259196,9,15,516,"{'20-30': 2.1, '10-20': 8.4, '0-10': 7.1}","{'20-30': -3.6999999999999997, '10-20': 0.9000000000000008, '0-10': 1.5999999999999996}",208259196,KR,1145,266,52130,"{'20-30': 568.3, '10-20': 38.39999999999998, '0-10': -82.69999999999999}","{'20-30': 1357.6999999999998, '10-20': 714.3, '0-10': 528.9}",3,0,False,False,False,False,False,True,1525774485370,1898,3198276300,8.9.228.4283,11885,"{'20-30': 368.79999999999995, '10-20': 393.20000000000005, '0-10': 257.6}",10650,CHALLENGER,0,0,3083,3060,3379,3111,1054,3340,2,6,TOP,0,3,1,1244,44868,12409,13787,11,/v1/stats/player_history/KR/208259196,2,2,0,0,8400,8300.0,52675,7436,17506,0,420,SOLO,11,0,4,12,51060360,SD건담캡슐파이,52,256938,19846,31814,3069,194,0,0,600,1,0,159395,0,520,1,0,27,2,5,16,False,"{'20-30': -80.5, '10-20': 26.400000000000006, '0-10': 19}","{'20-30': 383.4, '10-20': 471.9, '0-10': 459.7}",Fighter,Ornn,5,5,Tank,9,3,top,0.16363636363636364,0.1,0.21492251216116023,0.2857142857142857,0.3864554209381796,0.17904086958603682,0.24840546286620302,0.06666666666666667,0.4772366930917327,0.4696223316912972,0.2911068245310629,0.2708333333333333,0.37321608324872213,0.2669159280728417,0.2673018593669918,0.18321294251089487,0.2993827160493827,0.32310177705977383,0.48675579605697117,0.0,0.15398282499259697,0.1330049261083744,0.06896551724137931,0.1509433962264151,0.20930232558139536,0.16666666666666666,0.2563771237138071,0.20689655172413793,0.5690759377859104,0.10378327365586922,0.30034304917038107,0.008547008547008548,0.10119382473570593,0.09541529262315065,0.2982463030969541,0.24074074074074073,0.40715295226130654,0.18621252294513563,0.299701610375135,0.052100840336134456,0.4126637554585153,0.03817765334690761,0.5239482083630542,0.0,0.029500198559028763,0.1292517006802721,0.06666666666666667,0.1271186440677966
1115,2373850,9,15,223,"{'20-30': 5.8, '10-20': 7.5, '0-10': 5.5}","{'20-30': 3.6999999999999997, '10-20': -0.9000000000000008, '0-10': -1.5999999999999996}",2373850,KR,2168,413,38904,"{'20-30': -568.3, '10-20': -38.39999999999998, '0-10': 82.69999999999999}","{'20-30': 789.4, '10-20': 675.9000000000001, '0-10': 611.6}",6,0,False,False,True,False,False,False,1525774485370,1898,3198276300,8.9.228.4283,11153,"{'20-30': 423.29999999999995, '10-20': 310.7, '0-10': 254.79999999999998}",10783,CHALLENGER,0,2055,0,3060,3047,3078,3068,3340,0,1,TOP,0,0,1,569,63876,11850,13392,11,/v1/stats/player_history/KR/2373850,0,0,0,0,8400,8300.0,24277,3202,10447,0,420,SOLO,11,0,12,4,3131594,칭찬은항상짜릿해,42,242619,15052,24619,1852,188,0,0,364,1,0,154465,0,779,1,0,20,2,3,12,True,"{'20-30': 80.5, '10-20': -26.400000000000006, '0-10': -19}","{'20-30': 463.9, '10-20': 445.5, '0-10': 440.7}",Tank,TahmKench,5,3,Support,9,6,top,0.16363636363636364,0.2,0.20168538309915188,0.047619047619047616,0.17676296986641815,0.2548902243397898,0.24128860221253287,0.0,0.21995016987542468,0.2022230642920298,0.17372289477185046,0.21875,0.35241697569733443,0.20243971325972052,0.20684932657810937,0.11056056354844487,0.29012345679012347,0.19601507808292945,0.4717007060318081,0.0,0.230678116671602,0.09852216748768473,0.06896551724137931,0.11320754716981132,0.20930232558139536,0.3333333333333333,0.22134481933476907,0.034482758620689655,0.26029277218664226,0.14775029838732062,0.2911250612587804,0.0,0.04591543757676743,0.04108657436515982,0.1596198032246028,0.19444444444444445,0.3837301743090452,0.13475101173288104,0.216164125904167,0.031440454969866735,0.39956331877729256,0.02316110969712395,0.5077427774070653,0.0,0.044193566687468086,0.08163265306122448,0.06666666666666667,0.09322033898305085
231,208458477,10,15,122,"{'20-30': 6.4, '10-20': 8.6, '0-10': 8.3}",,208458477,KR,6522,3409,27534,,"{'20-30': 1157.2, '10-20': 649.3, '0-10': 223.70000000000002}",5,0,False,False,True,False,False,False,1525774640689,1875,3198266942,8.9.228.4283,11892,"{'20-30': 381.20000000000005, '10-20': 439.5, '0-10': 268.5}",11008,PLATINUM,0,1055,3053,3111,3060,3078,0,3340,0,1,TOP,0,0,1,1096,0,0,9281,11,/v1/stats/player_history/KR/208458477,8,0,0,0,8000,8200.0,110020,9932,13486,0,420,SOLO,11,0,4,6,52172287,Never be Carry C,13,114127,12558,23515,2789,233,0,0,103,1,0,4106,2626,747,1,0,23,1,4,11,True,,"{'20-30': 432.4, '10-20': 447.09999999999997, '0-10': 443}",Tank,Darius,2,9,Fighter,5,1,top,0.14925373134328357,0.14705882352941177,0.2073077191269786,0.05,0.35128205128205126,0.0,0.1924161379939462,0.17391304347826086,0.7097652394377101,0.5171031394803978,0.18898542600896862,0.06132075471698113,0.15274528488754932,0.1567242412140575,0.18594077412722887,0.08162847191734715,0.33719247467438496,0.06506632975363234,0.013018471898997457,0.5513331933655259,0.10879697057966793,0.10222222222222223,0.02702702702702703,0.08661417322834646,0.23255813953488372,0.2777777777777778,0.2567121320890165,0.034482758620689655,0.5013723696248856,0.0,0.19518797694336187,0.03418803418803419,0.21281926003499912,0.1274428034337187,0.21930048506510083,0.06018518518518518,0.17354513452680068,0.10797900318816621,0.20334614357533468,0.047347423818012054,0.4978165938864629,0.00655383049121914,0.013496855883426084,0.09124074910531253,0.04237816985306632,0.10204081632653061,0.03333333333333333,0.0847457627118644
25044,210544603,11,18,164,"{'30-end': 3.4, '20-30': 8.9, '10-20': 7.3, '0-10': 6.6}","{'30-end': -9, '20-30': -0.5999999999999996, '10-20': 0.9999999999999996, '0-10': 2.5999999999999996}",210544603,KR,13564,6950,28011,"{'30-end': 299.79999999999995, '20-30': -22.799999999999955, '10-20': 158.29999999999995, '0-10': -75.60000000000005}","{'30-end': 1250.6, '20-30': 884.1, '10-20': 880.1999999999999, '0-10': 571.5}",7,0,False,True,False,False,False,False,1525777330767,2276,3198393652,8.9.228.4283,16742,"{'30-end': 495.6, '20-30': 434.1, '10-20': 466.5, '0-10': 276.70000000000005}",15758,UNRANKED,0,3026,3074,3078,3047,1029,3053,3340,2,7,TOP,0,2,1,691,1683,1683,13639,11,/v1/stats/player_history/KR/210544603,22,8,3,0,8200,8400.0,189481,20324,23479,0,420,SOLO,11,0,4,12,70660156,Thanos 1v9,23,223175,28575,39065,4698,264,0,0,266,1,0,32011,6568,1946,2,0,44,5,10,16,True,"{'30-end': -277, '20-30': -49.49999999999994, '10-20': 68.39999999999998, '0-10': 84.39999999999998}","{'30-end': 479.6, '20-30': 642.2, '10-20': 509.2, '0-10': 434.29999999999995}",Tank,Camille,4,8,Fighter,6,3,top,0.2,0.25,0.25566941038132035,0.4375,0.17924773022049287,0.007339761621289234,0.2966418721997477,0.25287356321839083,0.39273848041603365,0.5402014725035218,0.2752681868808254,0.17424242424242425,0.23856303120159658,0.29360390444387363,0.2729871001104108,0.13061610320284697,0.292358803986711,0.11906893464637422,0.14307679242668717,0.6194473262284259,0.1645805142083897,0.13924050632911392,0.11627906976744186,0.10191082802547771,0.2558139534883721,0.3888888888888889,0.4888250777698014,0.2413793103448276,0.3161024702653248,0.0038929136480972603,0.296889220788313,0.09401709401709402,0.3674947978206324,0.2607881128661799,0.4155456491427898,0.10648148148148148,0.35192400806113905,0.2799145528516376,0.3838892823555365,0.07975553857906799,0.5655021834061136,0.016925426317129042,0.1052235396211282,0.22820610819637954,0.11039881999205764,0.24489795918367346,0.16666666666666666,0.1271186440677966
25045,2705932,11,18,41,"{'30-end': 12.4, '20-30': 9.5, '10-20': 6.300000000000001, '0-10': 4}","{'30-end': 9, '20-30': 0.5999999999999996, '10-20': -0.9999999999999996, '0-10': -2.5999999999999996}",2705932,KR,7666,469,29962,"{'30-end': -299.79999999999995, '20-30': 22.799999999999955, '10-20': -158.29999999999995, '0-10': 75.60000000000005}","{'30-end': 950.8, '20-30': 906.9, '10-20': 721.9, '0-10': 647.1}",7,0,False,False,True,False,False,False,1525777330767,2276,3198393652,8.9.228.4283,15048,"{'30-end': 566.2, '20-30': 534.8, '10-20': 367.3, '0-10': 209.6}",14708,GOLD,0,2421,3047,3046,3078,3033,3053,3340,0,2,TOP,978,0,1,505,13581,6226,6631,11,/v1/stats/player_history/KR/2705932,21,1,17,0,8300,8400.0,267740,14862,24956,0,420,SOLO,11,0,4,12,3466889,O연한  남색o,19,300514,24412,35534,11222,269,0,0,932,1,0,19191,3323,3946,0,0,47,7,5,28,False,"{'30-end': 277, '20-30': 49.49999999999994, '10-20': -68.39999999999998, '0-10': -84.39999999999998}","{'30-end': 756.6, '20-30': 691.7, '10-20': 440.8, '0-10': 349.9}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.2,0.25,0.2298001007895179,0.125,0.1309987029831388,0.059228343778210985,0.14422114924529122,0.2413793103448276,0.5549464101761593,0.3950243202296468,0.29258455947007445,0.14393939393939395,0.3212345950868896,0.2508296943231441,0.2483123925591536,0.31199955516014233,0.2978959025470653,0.41718889883616833,0.08577634948800579,0.31340186739602,0.3337280108254398,0.14873417721518986,0.16279069767441862,0.17834394904458598,0.2558139534883721,0.3888888888888889,0.4077530509691314,0.06896551724137931,0.23101555352241537,0.031413939545340996,0.13334577956173718,0.08974358974358974,0.5198305714903052,0.19070226989850256,0.4445513638773787,0.08796296296296297,0.47843383584589616,0.23522655302339063,0.3428926377875048,0.19051014345131992,0.5764192139737991,0.05930262153219649,0.06308284492421577,0.11545811472846669,0.22386112214216827,0.2653061224489796,0.23333333333333334,0.2288135593220339
21971,4586738,8,15,78,"{'20-30': 3.0999999999999996, '10-20': 4.2, '0-10': 5.4}",,4586738,KR,218,0,41422,,"{'20-30': 1273.8000000000002, '10-20': 827.7, '0-10': 487.20000000000005}",6,0,False,False,False,False,False,False,1525779713901,1948,3198560337,8.9.228.4283,10162,"{'20-30': 365.3, '10-20': 298.70000000000005, '0-10': 260.6}",9525,CHALLENGER,0,3025,2033,3068,3047,3211,1033,3340,2,5,TOP,0,2,1,724,27062,6247,7429,11,/v1/stats/player_history/KR/4586738,0,0,0,0,8200,8400.0,70368,16828,18686,0,420,DUO,11,0,12,4,5802440,S0LCA1,44,103306,23571,28844,2471,133,0,0,2389,1,0,5875,495,2729,0,0,38,3,3,16,False,,"{'20-30': 577.2, '10-20': 362.6, '0-10': 428}",Fighter,Poppy,6,6,Tank,7,2,top,0.1702127659574468,0.1935483870967742,0.1830727102399654,0.18518518518518517,0.19808481532147743,0.14761922944747796,0.1504120183839161,0.0,0.347939597116326,0.45802939575394663,0.28455693118309044,0.23404255319148937,0.18476964158917702,0.2680685553116719,0.23157641202681548,0.1621816749803098,0.22657580919931858,0.5862576687116564,0.033854061623035746,0.07000424268137463,0.2874447019170002,0.18269230769230768,0.14285714285714285,0.1553398058252427,0.18604651162790697,0.3333333333333333,0.17391720507298397,0.1724137931034483,0.3311985361390668,0.06259657109020086,0.15196844881099625,0.0,0.1356342960366109,0.21592906727573685,0.321419453663518,0.2037037037037037,0.1558443257956449,0.22619878270017282,0.2652184513926784,0.04194890077243019,0.2794759825327511,0.15201068974293713,0.019311745814692704,0.017198846461207045,0.15481931128382595,0.20408163265306123,0.1,0.1271186440677966
21974,210518982,6,16,136,"{'20-30': 4.699999999999999, '10-20': 8.3, '0-10': 7.1}",,210518982,KR,5256,1098,16326,,"{'20-30': 1559.6999999999998, '10-20': 921.5999999999999, '0-10': 252.20000000000002}",7,1,False,False,False,False,False,False,1525779713901,1948,3198560337,8.9.228.4283,14267,"{'20-30': 519, '10-20': 452.70000000000005, '0-10': 347}",13600,UNRANKED,0,1026,3157,3165,3116,3009,3027,3340,2,11,TOP,0,6,2,720,136949,24334,13595,11,/v1/stats/player_history/KR/210518982,8,4,4,0,8200,8300.0,7907,2704,15606,0,420,DUO,11,0,14,4,70270124,MSF Laursen,30,296433,28338,30696,4681,213,0,0,236,1,0,151577,1300,1494,0,0,25,2,3,17,False,,"{'20-30': 562.6, '10-20': 467.7, '0-10': 446.70000000000005}",Fighter,AurelionSol,7,2,Mage,3,8,top,0.1276595744680851,0.22580645161290322,0.2570260142682136,0.4074074074074074,0.19699042407660738,0.7470366511567016,0.2752525763803122,0.4,0.039096725704848644,0.07359825802939575,0.23765361597149254,0.1595744680851064,0.5301901067237577,0.3222827508558041,0.24644534542972985,0.3072328695195589,0.3628620102214651,0.05791411042944785,0.8734463146612577,0.18384952623391318,0.1573625447651148,0.1201923076923077,0.09523809523809523,0.1650485436893204,0.13953488372093023,0.3888888888888889,0.3703756879636277,0.3793103448275862,0.32936870997255263,0.3167739935788899,0.29586240694499544,0.03418803418803419,0.01405026405075069,0.03469647004478205,0.26093360303214785,0.1388888888888889,0.4717582050879397,0.27737046062024323,0.28672108116894424,0.0794669382904677,0.45414847161572053,0.01501654364978366,0.498249616230413,0.045168687675897295,0.08475633970613264,0.11564625850340136,0.06666666666666667,0.13559322033898305
21975,7100845,7,16,92,"{'20-30': 4.3, '10-20': 5.5, '0-10': 4.4}",,7100845,KR,6198,5407,33815,,"{'20-30': 1356.5, '10-20': 973.2, '0-10': 530.5}",10,1,False,False,False,True,False,False,1525779713901,1948,3198560337,8.9.228.4283,12957,"{'20-30': 500, '10-20': 345.5, '0-10': 246.7}",11550,GOLD,1,3812,3156,3071,2031,0,3111,3340,2,6,TOP,0,2,2,304,0,0,10127,11,/v1/stats/player_history/KR/7100845,8,0,5,0,8000,8200.0,115074,15479,16126,0,420,SOLO,11,0,12,4,10017156,raN A hard boy,32,117807,18213,29379,4380,166,0,0,137,1,0,2733,2733,3126,4,0,11,0,0,8,True,,"{'20-30': 629.6, '10-20': 455.79999999999995, '0-10': 307.9}",Assassin,Riven,8,8,Fighter,5,1,top,0.14893617021276595,0.3225806451612903,0.23342581249549615,0.2222222222222222,0.08317373461012312,0.0,0.2050373549837015,0.4,0.568991604117839,0.4213119216113228,0.24557235750072334,0.1702127659574468,0.21070564310588133,0.2071330277837801,0.23587170326361848,0.28747702809136255,0.282793867120954,0.03361963190184049,0.01574862134736284,0.38650827322868053,0.3292605856330314,0.052884615384615384,0.0,0.07766990291262135,0.16279069767441862,0.5555555555555556,0.30768126346015795,0.20689655172413793,0.13906678865507777,0.0,0.21493080674896736,0.03418803418803419,0.2226571700533552,0.19861932685768544,0.27114549989198955,0.14814814814814814,0.1795648162688442,0.1686829760511824,0.27143006420601656,0.07435701553348611,0.35152838427947597,0.008717230847543904,0.008983659797711516,0.09495847955248254,0.1773415782606229,0.02040816326530612,0.0,0.059322033898305086
2185,207130078,7,18,157,"{'30-end': 10.4, '20-30': 8.2, '10-20': 6.5, '0-10': 7.4}",,207130078,KR,20425,4060,39532,,"{'30-end': 1573.4, '20-30': 1126.2, '10-20': 768.8, '0-10': 560.5}",11,1,False,False,False,False,False,False,1525781074276,2229,3198613127,8.9.228.4283,18150,"{'30-end': 680.2, '20-30': 593.7, '10-20': 424.7, '0-10': 256.1}",16700,UNRANKED,0,3139,3047,3026,3155,3031,3046,3363,4,13,TOP,834,5,3,506,17214,1853,5292,11,/v1/stats/player_history/KR/207130078,22,1,3,0,8000,8400.0,243843,28769,27880,0,420,SOLO,11,0,4,12,42194700,hhej,33,269044,35738,35927,2793,278,0,0,207,1,1,7985,5115,2755,2,0,27,6,4,14,True,,"{'30-end': 676.6, '20-30': 766.5, '10-20': 469.2, '0-10': 427.1}",Assassin,Yasuo,10,8,Fighter,4,4,top,0.1346153846153846,0.3235294117647059,0.25510204081632654,0.4482758620689655,0.12050488211478924,0.03577180357302423,0.11246413771118903,0.205607476635514,0.890116629250397,0.8955609513136595,0.33103382766768386,0.14473684210526316,0.25717929060713063,0.3601640682475536,0.2575449110381511,0.10443854466589388,0.3054945054945055,0.03610675039246468,0.027442974632862147,0.4884453781512605,0.3352397176928693,0.08940397350993377,0.12,0.0915032679738562,0.16279069767441862,0.6111111111111112,0.5562096195262024,0.4482758620689655,0.23147301006404392,0.039817359202820105,0.1020979673753238,0.09401709401709402,0.47331364713164775,0.3691504240822245,0.5019736454507964,0.1527777777777778,0.4269557422529313,0.3568062518114581,0.34745556084477935,0.047415329768270946,0.5960698689956332,0.013171290404683126,0.02624753877962915,0.1777214134324728,0.1562943212117774,0.1292517006802721,0.2,0.11016949152542373
6521,2099284,15,17,14,"{'20-30': 4.1, '10-20': 9.7, '0-10': 6.6}","{'20-30': -4, '10-20': 1.1, '0-10': 1.6}",2099284,KR,2206,873,65256,"{'20-30': -140.19999999999993, '10-20': -631.5999999999999, '0-10': -83}","{'20-30': 1144.6, '10-20': 517.3, '0-10': 633.2}",3,0,False,True,True,False,False,False,1525784981858,1878,3198647550,8.9.228.4283,12740,"{'20-30': 364.3, '10-20': 429.9, '0-10': 344.20000000000005}",12150,CHALLENGER,0,3083,3800,3060,0,3110,3111,3340,1,4,TOP,0,3,1,1641,72060,14015,12395,11,/v1/stats/player_history/KR/2099284,0,0,0,0,8200,8400.0,51139,12511,14332,0,420,SOLO,11,0,12,4,2706560,검은머리사나이,83,123230,26556,30864,8040,206,0,0,2043,1,0,30,30,4137,1,0,20,2,4,12,True,"{'20-30': -31.600000000000023, '10-20': 78.39999999999995, '0-10': 54.599999999999994}","{'20-30': 495.29999999999995, '10-20': 589.8, '0-10': 452}",Fighter,Sion,5,5,Tank,9,3,top,0.25862068965517243,0.09375,0.23603520148216767,0.21052631578947367,0.4338974087784241,0.27372699473894135,0.3101308579578152,0.0,0.29078719919938134,0.3351908908238446,0.17956749442453704,0.289198606271777,0.21617174453036192,0.2724502672589796,0.23907604359512616,0.15429492592308283,0.3333333333333333,0.6923076923076923,0.0002291265695170012,0.008337965536409116,0.44426546391752575,0.09345794392523364,0.06666666666666667,0.09230769230769231,0.3488372093023256,0.16666666666666666,0.29729600382866717,0.13793103448275862,0.7506861848124429,0.16668054514669553,0.2678583930363352,0.0,0.0982039098587382,0.16053533163101638,0.23591445572553563,0.38425925925925924,0.18843566792294808,0.25824146333608855,0.28867164369724485,0.13649096002037178,0.4388646288209607,0.1299949096462204,9.861317011757977e-05,0.0010423543309822452,0.23469677199750383,0.08163265306122448,0.06666666666666667,0.09322033898305085
6527,210196508,6,15,8,"{'20-30': 8.100000000000001, '10-20': 8.6, '0-10': 5}","{'20-30': 4, '10-20': -1.1, '0-10': -1.6}",210196508,KR,3025,360,18265,"{'20-30': 140.19999999999993, '10-20': 631.5999999999999, '0-10': 83}","{'20-30': 1284.8, '10-20': 1148.9, '0-10': 716.2}",6,0,False,False,False,False,False,False,1525784981858,1878,3198647550,8.9.228.4283,11310,"{'20-30': 383.70000000000005, '10-20': 374.4, '0-10': 265.2}",10305,UNRANKED,0,2065,3152,2403,3191,3158,3165,3340,0,3,TOP,698,0,1,743,140255,18608,10712,11,/v1/stats/player_history/KR/210196508,4,0,1,0,8300,8100.0,11827,1034,24433,0,420,SOLO,11,0,14,4,66800178,Lakhesis,6,277848,20317,35530,32339,220,0,0,124,1,0,125765,674,383,0,0,20,1,1,14,False,"{'20-30': 31.600000000000023, '10-20': -78.39999999999995, '0-10': -54.599999999999994}","{'20-30': 526.9, '10-20': 511.4, '0-10': 397.4}",Tank,Vladimir,7,2,Mage,6,8,top,0.10344827586206896,0.1875,0.2095414543770264,0.15789473684210525,0.19645690111052352,0.5327724069818237,0.26802111742187307,0.3333333333333333,0.06725083018696265,0.02770261219022103,0.3061242388553387,0.020905923344947737,0.4874047462003733,0.20844148515968852,0.27521940866170397,0.6206148767943502,0.3559870550161812,0.042019654354456114,0.9605367671768552,0.18732629238465814,0.04112972508591065,0.09345794392523364,0.03333333333333333,0.1076923076923077,0.13953488372093023,0.3333333333333333,0.22885857860732234,0.10344827586206896,0.33989021043000917,0.3244210360747958,0.2285827635294392,0.017094017094017096,0.021680775976345414,0.013267806962390771,0.43428055222796097,0.027777777777777776,0.4413571765075377,0.19126850370879267,0.3428461958225453,0.5490026313555725,0.46943231441048033,0.007890048358360905,0.4134028446612473,0.02341822730273444,0.021728030861746184,0.08163265306122448,0.03333333333333333,0.11016949152542373
